plot_size_hectares,soil_ph,soil_type,planned_crop_family,planned_nitrogen_demand,ph_distance_from_ideal,soil_type_match,same_family_repeat_count,heavy_feeder_streak,seasons_since_nitrogen_fixer,rotation_length,planned_crop,previous_crops,risk_level,should_rotate,risk_score
49.11,8.19,silt,brassica,3,1.19,0,0,0,0,0,broccoli,,medium,0,2.98
2.22,6.63,clay,grain,2,0,1,0,0,1,1,wheat,potato,low,0,1.33
45.97,7.86,clay,legume,1,0.36,0,0,0,3,3,peas,potato|onion|wheat,medium,0,3.2
14.07,6.8,silt,legume,1,0,0,0,1,2,2,beans,potato|cabbage,medium,0,2.16
46.01,5.8,silt,legume,1,0.2,1,0,0,2,2,peas,wheat|pepper,low,0,0.92
47.89,8.19,loam,nightshade,2,1.39,1,0,0,0,3,pepper,corn|rice|peas,low,1,1.43
21.43,5.01,clay,brassica,3,0.99,1,0,0,0,2,broccoli,onion|peas,medium,0,2.12
9.32,8.23,sandy,nightshade,3,1.43,0,0,1,1,2,tomato,soybean|cabbage,high,1,4.8
11.28,8.17,silt,legume,1,1.17,1,0,0,4,4,soybean,carrot|corn|rice|onion,medium,0,2.1
16.55,4.49,loam,aster,2,1.51,1,0,0,0,0,lettuce,,medium,0,0.93
44.98,5.81,loam,legume,1,0.19,1,0,1,1,1,peas,cabbage,medium,0,2.15
1.14,6.37,clay,legume,1,0,0,0,0,0,0,beans,,low,0,0.87
21.38,5.36,sandy,brassica,3,0.64,0,0,0,2,3,cabbage,beans|carrot|pepper,medium,0,3.37
15.47,5.66,clay,legume,1,0.34,1,0,2,2,2,clover,broccoli|cabbage,medium,1,3.88
17.61,8.01,loam,legume,1,1.01,1,0,1,1,4,clover,corn|potato|peas|corn,medium,0,3.24
5.3,4.24,loam,brassica,3,1.76,1,1,1,4,4,broccoli,pepper|cabbage|pepper|broccoli,high,1,7.11
49.23,8.46,silt,aster,2,1.46,1,0,0,0,2,lettuce,potato|soybean,low,0,1.71
31.52,6.12,clay,aster,2,0,0,0,0,0,2,lettuce,peas|peas,low,0,1.73
21.77,7.22,clay,grain,3,0.72,1,0,0,0,4,rice,wheat|corn|soybean|clover,medium,0,1.13
14.86,8.09,loam,grain,3,1.09,1,0,0,0,2,corn,pepper|peas,low,0,0.93
1.24,7.86,sandy,legume,1,0.86,0,0,0,2,3,soybean,peas|broccoli|pepper,low,0,1.37
44.34,6.87,loam,legume,1,0,1,0,0,3,3,soybean,wheat|cabbage|carrot,low,0,0.91
6.65,7.52,loam,legume,1,0.52,1,0,2,2,2,clover,broccoli|rice,medium,1,3.85
19.1,5.59,loam,allium,2,0.41,1,0,0,3,3,onion,lettuce|wheat|pepper,medium,0,2.48
34.42,6.2,loam,legume,1,0,1,0,1,3,4,beans,beans|corn|lettuce|cabbage,medium,0,2.49
0.82,7.23,clay,allium,2,0.23,0,0,0,0,1,onion,soybean,low,0,0.86
32.94,8.2,clay,brassica,3,1.2,1,0,0,1,1,broccoli,carrot,low,0,1.23
26.89,5.67,sandy,nightshade,3,0.33,0,0,0,0,3,tomato,carrot|corn|beans,low,0,1.62
39.74,7.2,clay,brassica,3,0.2,1,0,1,1,1,broccoli,rice,medium,0,3.01
1.85,7.32,sandy,legume,1,0,0,3,0,0,3,peas,soybean|peas|beans,high,1,6.4
38.51,6.55,sandy,allium,2,0,1,0,0,4,4,onion,corn|carrot|lettuce|potato,medium,0,2.51
34.91,6.01,sandy,grain,3,0,0,0,0,3,3,corn,broccoli|wheat|lettuce,medium,0,2.61
14.06,8.13,sandy,umbellifer,1,1.33,1,0,0,3,3,carrot,cabbage|tomato|lettuce,medium,0,2.96
44.29,7.68,clay,nightshade,2,1.18,0,0,0,3,3,potato,tomato|rice|carrot,medium,0,3.86
11.28,4.86,loam,brassica,3,1.14,1,0,1,2,3,cabbage,soybean|lettuce|corn,high,0,5.08
29.47,7.78,clay,legume,1,0.78,0,1,0,0,4,beans,rice|cabbage|potato|clover,medium,1,3.9
16.87,8.21,loam,umbellifer,1,1.41,1,0,0,3,3,carrot,lettuce|tomato|onion,low,0,1.74
45.4,7.59,silt,legume,1,0.59,0,0,1,1,1,beans,broccoli,high,0,2.1
37.75,4.8,silt,grain,3,0.7,1,0,0,1,1,rice,carrot,low,0,1.68
37.44,8.19,clay,grain,2,1.19,1,1,2,2,3,wheat,clover|tomato|rice,high,1,6.88
11.3,6.36,clay,legume,1,0,0,0,0,0,0,peas,,low,0,0.89
27.97,4.45,clay,aster,2,1.55,0,0,0,0,3,lettuce,beans|potato|soybean,medium,0,2.21
48.21,8.23,loam,grain,2,1.23,1,0,0,0,2,wheat,lettuce|beans,low,0,1.24
45.15,6.62,sandy,allium,2,0,1,0,0,0,2,onion,beans|clover,low,0,0
24.14,5.62,sandy,umbellifer,1,0.38,1,0,1,3,3,carrot,broccoli|potato|corn,medium,0,4.23
49.88,7.85,loam,brassica,3,0.85,1,0,0,0,3,broccoli,carrot|potato|peas,low,0,1.49
9.85,7.2,loam,brassica,3,0.2,1,0,0,0,1,broccoli,clover,low,0,1.03
31.95,7.99,loam,umbellifer,1,1.19,1,0,0,0,1,carrot,soybean,low,0,0
12.24,8.38,silt,grain,3,1.88,1,2,0,4,4,rice,corn|lettuce|rice|wheat,high,1,7.89
46,4.37,clay,allium,2,1.63,0,0,0,1,1,onion,pepper,medium,1,2.39
23.4,7.4,sandy,brassica,3,0,0,0,0,2,2,cabbage,potato|wheat,medium,1,2.31
12.06,5.11,clay,legume,1,0.89,0,0,1,1,1,peas,cabbage,medium,0,3.45
0.29,5.86,sandy,legume,1,0.14,0,2,0,0,2,soybean,peas|beans,high,1,4.89
16.18,5.16,loam,nightshade,2,0.34,1,0,0,2,2,pepper,rice|wheat,low,0,1.59
37.88,7.15,silt,aster,2,0.15,1,0,1,2,3,lettuce,clover|pepper|broccoli,medium,0,2.16
23.3,5.97,sandy,allium,2,0.03,1,0,3,4,4,onion,carrot|cabbage|cabbage|cabbage,high,1,6.88
20.67,7.75,clay,aster,2,0.75,0,0,2,3,3,lettuce,onion|cabbage|corn,high,1,5.99
26.51,5.11,clay,legume,1,0.89,0,0,0,1,1,soybean,potato,low,0,2.84
3.85,5,clay,legume,1,1,0,0,1,1,1,beans,broccoli,medium,0,2.46
20.37,7.23,loam,legume,1,0.23,1,0,1,1,4,clover,clover|carrot|soybean|corn,low,0,2.52
43.15,6.61,clay,nightshade,2,0.11,0,0,2,4,4,potato,pepper|wheat|broccoli|rice,high,1,5.58
19.11,8.28,sandy,aster,2,1.28,0,0,2,2,2,lettuce,broccoli|rice,high,1,7.43
29.39,7.11,loam,nightshade,2,0.31,1,0,0,0,3,pepper,tomato|peas|soybean,low,0,0
36.27,6.52,sandy,grain,3,0.02,0,0,1,1,1,rice,tomato,medium,0,4.11
44.09,7.7,loam,umbellifer,1,0.9,1,0,0,0,0,carrot,,low,0,0.13
37.86,5.31,silt,brassica,3,0.69,0,0,0,4,4,broccoli,wheat|lettuce|rice|carrot,medium,0,4.29
20.16,4.81,silt,nightshade,2,0.69,0,0,0,0,4,pepper,beans|broccoli|corn|clover,low,1,0.59
33.99,7.87,silt,grain,3,0.87,1,0,2,2,2,corn,broccoli|tomato,high,1,4.9
22.75,8.21,loam,allium,2,1.21,1,0,0,1,3,onion,rice|beans|wheat,low,0,0.73
32.9,5.24,loam,legume,1,0.76,1,2,0,0,2,soybean,clover|soybean,medium,1,4.02
39.6,4.4,silt,legume,1,1.6,1,0,1,1,4,clover,lettuce|peas|soybean|broccoli,medium,0,2.35
21.25,6.36,loam,legume,1,0,1,0,0,2,3,beans,clover|pepper|pepper,medium,0,0.93
18.7,6.81,sandy,nightshade,2,0.31,1,0,1,1,1,potato,broccoli,low,0,1.54
28.69,7.75,loam,grain,3,0.75,1,0,0,0,0,corn,,low,0,1.26
3.86,5.39,sandy,grain,3,0.11,0,0,0,0,2,rice,pepper|soybean,medium,0,2.27
33.53,7.69,loam,nightshade,3,0.89,1,0,0,0,4,tomato,soybean|carrot|cabbage|soybean,low,0,1.83
27.75,8.08,clay,allium,2,1.08,0,0,0,0,0,onion,,medium,0,2.1
30.66,6.58,clay,legume,1,0,0,0,1,1,1,peas,cabbage,medium,0,2.34
4.8,6.6,clay,umbellifer,1,0,0,0,0,1,1,carrot,wheat,low,0,0.47
39.19,7.23,silt,legume,1,0.23,0,0,0,0,0,beans,,low,0,1.85
11.68,8.09,clay,legume,1,1.09,0,0,0,3,4,beans,beans|potato|potato|potato,medium,0,3.2
18.2,8.05,sandy,allium,2,1.05,1,0,0,0,4,onion,cabbage|pepper|wheat|soybean,low,0,1.25
41.27,7.93,loam,grain,3,1.43,0,0,0,2,2,rice,rice|pepper,medium,0,2.55
18.1,6.35,clay,legume,1,0,0,0,1,2,4,beans,clover|soybean|onion|corn,medium,0,4.47
10.27,8.12,clay,aster,2,1.12,0,0,0,0,0,lettuce,,medium,0,2.85
18.01,8,silt,brassica,3,0.5,0,0,0,0,0,cabbage,,medium,0,2.12
4.17,8.35,silt,allium,2,1.35,0,0,0,4,4,onion,onion|tomato|corn|carrot,medium,0,4.4
12.67,7.36,clay,legume,1,0.36,0,0,2,2,2,beans,corn|broccoli,high,1,5.81
16.55,5.06,clay,allium,2,0.94,0,0,0,2,2,onion,tomato|wheat,medium,0,3.4
23.28,4.37,clay,brassica,3,1.63,1,0,0,0,1,cabbage,clover,medium,0,2.26
23.38,4.25,loam,legume,1,1.75,1,0,2,3,3,soybean,lettuce|rice|corn,high,1,5.69
43.92,7.88,clay,grain,3,1.38,1,0,0,0,0,rice,,low,0,1.8
26.95,7.61,loam,legume,1,0.61,1,0,0,3,3,clover,rice|carrot|pepper,low,0,1.64
3.56,6.99,clay,grain,3,0,0,0,1,2,2,corn,wheat|tomato,medium,0,3.64
12.32,6.27,sandy,grain,3,0,0,0,1,1,2,rice,clover|cabbage,medium,1,3.71
4.92,5.57,clay,legume,1,0.43,0,0,1,1,1,beans,broccoli,medium,0,3.54
26.63,8.11,silt,grain,3,1.11,1,0,0,4,4,corn,tomato|lettuce|carrot|lettuce,medium,0,2.91
7.99,6.61,clay,grain,3,0,0,1,1,1,1,corn,rice,high,1,4.98
5.53,4.99,sandy,umbellifer,1,1.01,1,1,0,2,3,carrot,beans|cabbage|carrot,medium,1,3.91
5.94,7.97,sandy,nightshade,2,1.17,1,0,0,0,1,pepper,peas,low,0,1.04
9.86,4.22,loam,legume,1,1.78,1,0,0,2,2,soybean,cabbage|onion,medium,0,2.77
18.3,4.31,sandy,nightshade,2,1.19,1,0,1,3,3,pepper,pepper|potato|cabbage,high,0,4.66
9.46,4.84,loam,brassica,3,1.16,1,1,1,3,3,cabbage,lettuce|potato|broccoli,low,1,5.86
39.05,7.84,sandy,grain,2,0.84,0,0,0,1,1,wheat,potato,medium,0,2.42
27.73,8.27,clay,umbellifer,1,1.47,0,0,0,1,1,carrot,wheat,medium,0,3.26
31.56,8.01,loam,legume,1,1.01,1,1,0,0,2,soybean,corn|beans,medium,1,2.34
9.31,7.1,silt,grain,3,0.6,1,0,0,1,4,rice,wheat|pepper|soybean|carrot,low,0,0.93
11.69,7.8,loam,allium,2,0.8,1,0,1,2,3,onion,peas|potato|tomato,medium,0,3.92
16.55,6.5,loam,aster,2,0,1,0,0,0,0,lettuce,,low,0,1.02
9.13,6.64,sandy,legume,1,0,1,0,1,2,2,beans,onion|broccoli,medium,0,2.21
36.07,6.45,silt,aster,2,0,1,0,0,0,1,lettuce,beans,low,0,0.46
6.58,6.33,clay,legume,1,0,0,0,0,1,2,beans,peas|wheat,low,0,1.1
44.18,7.66,sandy,grain,3,0.66,0,0,0,0,0,corn,,medium,0,2.37
10,4.31,clay,grain,3,1.19,1,0,2,3,3,rice,onion|broccoli|cabbage,high,1,5.54
8.81,6.03,loam,nightshade,2,0,1,0,1,2,2,pepper,wheat|broccoli,medium,0,2.29
48.63,6.18,loam,nightshade,2,0,1,1,1,3,3,pepper,potato|onion|tomato,high,1,4.99
47.74,7.28,loam,legume,1,0.28,1,1,0,0,1,beans,peas,medium,1,2.54
2.56,6.72,silt,legume,1,0,1,0,0,1,1,peas,potato,low,0,1.3
10.45,4.83,loam,grain,3,0.67,0,0,0,2,2,rice,cabbage|onion,medium,0,4.07
8.06,6.35,clay,legume,1,0,0,0,1,2,2,peas,carrot|cabbage,medium,0,4.13
43.27,8.25,loam,legume,1,1.25,1,0,1,1,2,beans,beans|cabbage,low,0,1.83
32.06,4.8,sandy,grain,3,0.7,0,0,0,0,0,rice,,low,0,1.44
29.39,7.15,sandy,legume,1,0,0,0,2,4,4,peas,corn|carrot|broccoli|tomato,high,1,5.61
16.79,6.44,clay,legume,1,0,1,0,0,3,3,clover,pepper|cabbage|onion,low,0,1.16
35.48,6.69,sandy,nightshade,2,0,1,0,0,1,1,pepper,onion,low,0,1.41
16,5.9,silt,grain,3,0,1,0,0,3,3,rice,rice|tomato|pepper,low,0,1.58
3.88,6.06,sandy,grain,3,0,0,0,0,0,1,rice,soybean,medium,0,2.29
40.29,5.32,clay,brassica,3,0.68,1,0,0,1,1,broccoli,potato,low,0,1.78
3.42,6.61,silt,legume,1,0,1,2,0,0,2,peas,peas|soybean,medium,1,3.38
35.7,6.45,loam,legume,1,0,1,0,0,2,2,soybean,tomato|pepper,high,0,0.58
26.9,6.86,sandy,allium,2,0,1,0,0,0,3,onion,clover|beans|peas,low,0,0.49
30.22,6.81,sandy,grain,3,0,0,0,0,4,4,corn,wheat|onion|onion|carrot,medium,0,3.97
25.13,6.04,clay,grain,3,0,0,1,1,2,2,corn,carrot|rice,high,1,4.77
22.28,6.8,silt,allium,2,0,0,0,0,0,2,onion,cabbage|beans,low,0,0.66
2.62,6.87,clay,nightshade,3,0.07,0,0,0,2,2,tomato,cabbage|onion,medium,1,3.31
9.76,6.43,silt,nightshade,2,0,0,0,0,0,0,pepper,,low,0,1.76
10.24,5.44,silt,legume,1,0.56,1,0,0,0,0,soybean,,low,0,0
27.11,7.03,sandy,aster,2,0.03,0,0,0,1,2,lettuce,beans|carrot,low,0,1.05
0.58,5.64,sandy,grain,3,0.16,0,1,1,2,2,corn,lettuce|corn,high,1,7.19
17.94,8.41,loam,nightshade,2,1.91,1,0,0,0,4,potato,peas|clover|carrot|soybean,medium,0,2.38
1.63,8.23,sandy,allium,2,1.23,1,0,1,1,4,onion,clover|broccoli|clover|rice,medium,0,3.17
5.82,6.97,silt,grain,3,0.47,1,1,0,2,2,rice,tomato|wheat,medium,1,3.92
46.91,4.86,loam,grain,2,1.14,1,0,0,0,0,wheat,,low,0,1.22
47.73,5.05,clay,legume,1,0.95,0,0,1,1,1,peas,rice,medium,1,3.69
44.38,5.12,sandy,nightshade,3,0.88,0,0,0,0,4,tomato,pepper|cabbage|cabbage|soybean,medium,0,2.48
41.53,6.43,loam,grain,3,0,1,0,0,1,2,corn,beans|carrot,medium,0,2.53
33.02,7.46,silt,legume,1,0,1,0,0,1,1,peas,wheat,low,0,0.72
40.46,4.45,silt,aster,2,1.55,1,0,1,1,3,lettuce,rice|beans|broccoli,medium,0,2.23
17.58,7.66,silt,grain,2,0.66,0,0,0,0,3,wheat,cabbage|wheat|beans,medium,0,2.43
35.62,5.22,silt,brassica,3,0.78,0,0,0,0,1,broccoli,peas,medium,0,2.19
20.03,5.1,sandy,grain,2,0.9,0,0,1,2,2,wheat,lettuce|tomato,high,0,5.08
31.58,7.58,loam,nightshade,2,0.78,1,0,1,1,3,pepper,clover|peas|rice,medium,1,3.48
3.27,7.64,silt,legume,1,0.14,1,0,0,3,4,peas,beans|pepper|pepper|potato,low,0,1.05
9.76,7,clay,umbellifer,1,0.2,0,0,2,3,4,carrot,clover|carrot|cabbage|tomato,high,1,6.03
13.64,4.46,loam,nightshade,2,0.34,1,1,0,1,1,potato,pepper,low,1,1.98
13.19,4.72,loam,legume,1,1.28,1,0,0,4,4,peas,wheat|carrot|potato|onion,medium,0,3.11
14.34,8.01,sandy,brassica,3,0.51,0,0,0,1,1,cabbage,potato,medium,0,2.61
8.26,4.46,loam,allium,2,1.54,1,0,0,0,3,onion,cabbage|cabbage|peas,low,0,1.1
47.72,6.63,loam,nightshade,2,0.13,1,0,0,0,2,potato,clover|peas,low,0,0
9.97,5.52,silt,nightshade,3,0.48,0,0,1,1,1,tomato,corn,medium,0,4.05
14.56,7.13,loam,aster,2,0.13,1,0,0,1,1,lettuce,onion,low,0,0.13
45.83,5.76,sandy,nightshade,3,0.24,0,0,1,2,2,tomato,pepper|corn,high,0,5.48
7.89,6.83,sandy,grain,3,0.33,0,0,0,0,0,rice,,medium,0,2.27
46.7,4.3,sandy,brassica,3,1.7,0,0,0,0,4,cabbage,broccoli|broccoli|corn|clover,medium,0,2.48
7.19,6.36,sandy,legume,1,0,1,0,2,2,2,beans,rice|broccoli,medium,1,2.96
36.17,4.98,silt,brassica,3,1.02,0,0,0,0,0,broccoli,,medium,0,3.16
44.08,4.64,sandy,aster,2,1.36,0,0,0,0,3,lettuce,carrot|rice|peas,medium,0,3
11.18,6.57,loam,allium,2,0,1,0,0,1,2,onion,beans|lettuce,low,0,0.28
15.3,4.5,clay,legume,1,1.5,0,0,0,0,0,soybean,,medium,0,2.6
45.26,4.9,silt,umbellifer,1,1.1,0,0,0,0,2,carrot,carrot|beans,low,0,1.55
2.08,7.4,silt,grain,3,0.4,1,1,1,3,4,corn,clover|carrot|carrot|rice,high,1,5.45
22.52,6.49,sandy,nightshade,2,0,1,0,1,1,3,pepper,soybean|peas|corn,medium,0,2.16
4.25,8.35,sandy,brassica,3,0.85,0,0,0,0,3,cabbage,cabbage|wheat|soybean,medium,0,3.29
7.65,5.5,silt,allium,2,0.5,0,0,1,1,3,onion,onion|beans|cabbage,medium,0,4.01
6.57,5.36,silt,grain,3,0.14,1,1,1,3,3,rice,corn|carrot|corn,high,1,5.47
23.85,5.12,loam,nightshade,2,0,1,0,0,0,3,potato,clover|beans|clover,low,0,0.42
18.11,6.01,loam,allium,2,0,1,0,0,1,1,onion,lettuce,low,0,1.19
34.9,6.72,silt,nightshade,2,0,0,0,0,1,3,pepper,cabbage|clover|lettuce,medium,0,2.27
48.35,4.57,sandy,umbellifer,1,1.43,1,0,0,0,4,carrot,lettuce|tomato|corn|clover,low,0,0.98
16.57,8.44,sandy,legume,1,1.44,0,0,1,1,1,clover,corn,medium,0,4.21
7.69,7.12,loam,brassica,3,0,1,1,1,1,2,cabbage,peas|broccoli,medium,1,3.79
31.96,8.2,sandy,grain,3,1.2,0,1,0,1,4,corn,broccoli|carrot|beans|wheat,medium,1,4.34
23.5,7.76,clay,legume,1,0.76,0,0,0,1,1,soybean,carrot,medium,0,2.38
35.47,6.69,silt,brassica,3,0,0,0,0,4,4,broccoli,broccoli|wheat|pepper|onion,medium,0,3.65
47.26,4.73,loam,nightshade,2,0.77,1,0,0,2,2,pepper,pepper|lettuce,medium,0,2.26
9.9,7.23,silt,legume,1,0.23,1,0,1,1,1,clover,rice,medium,0,2.27
37.02,6.45,sandy,brassica,3,0,0,0,0,0,4,cabbage,onion|cabbage|carrot|peas,low,0,1.65
33.06,5.17,silt,grain,2,0.83,0,2,0,2,3,wheat,clover|corn|wheat,high,1,6.54
28.72,5.95,clay,legume,1,0.05,1,0,0,4,4,clover,rice|pepper|pepper|onion,medium,0,2.14
14.44,5.66,silt,nightshade,3,0.34,0,0,1,2,2,tomato,onion|corn,high,0,4.58
44.68,6.99,silt,brassica,3,0,0,0,0,1,2,broccoli,peas|wheat,low,0,1.73
25.87,5.72,loam,aster,2,0.28,1,0,0,0,1,lettuce,soybean,low,0,1.17
47.52,7.29,sandy,grain,3,0.29,0,0,0,2,2,corn,cabbage|onion,medium,0,3.21
11.71,7.23,loam,legume,1,0.23,1,1,0,0,3,clover,beans|lettuce|peas,medium,1,2.83
20.7,7.68,loam,brassica,3,0.18,1,0,2,2,3,cabbage,clover|rice|rice,high,1,4.91
4.22,7.05,silt,grain,3,0.55,1,0,0,0,3,rice,potato|cabbage|peas,low,0,1.88
34.99,5.84,loam,grain,3,0,0,0,0,4,4,rice,onion|potato|potato|pepper,medium,0,2.42
23.84,5.59,silt,allium,2,0.41,0,0,1,1,4,onion,beans|rice|peas|corn,medium,0,3.41
14.2,7.12,clay,brassica,3,0.12,1,0,0,0,2,broccoli,corn|beans,low,0,1.37
25.6,5.7,loam,legume,1,0.3,1,0,2,2,2,beans,cabbage|rice,medium,1,3.09
28.96,4.42,loam,nightshade,3,1.58,1,0,0,0,4,tomato,carrot|corn|beans|peas,low,0,1.57
40.2,6.82,silt,grain,3,0.32,1,0,0,0,2,rice,rice|clover,low,0,1.93
30.76,8.2,clay,legume,1,1.2,0,1,0,0,1,soybean,clover,medium,1,3.54
20.11,6.64,sandy,aster,2,0,0,0,0,2,2,lettuce,cabbage|pepper,medium,0,2.85
19.78,7.56,clay,grain,3,1.06,1,0,0,0,4,rice,soybean|potato|beans|clover,low,0,1.71
34.23,4.66,silt,allium,2,1.34,0,0,0,4,4,onion,cabbage|broccoli|tomato|potato,high,0,4.61
3.51,4.64,sandy,nightshade,3,1.36,0,0,0,0,0,tomato,,medium,0,3.37
49.37,7.12,loam,legume,1,0.12,1,1,0,0,2,beans,onion|clover,low,1,1.1
33.68,7.34,silt,legume,1,0.34,0,0,2,2,2,beans,tomato|rice,high,1,4.66
47.8,7.02,loam,grain,3,0.52,0,0,0,0,2,rice,soybean|clover,low,1,1.7
26.42,7.01,loam,grain,3,0.01,1,0,0,1,1,corn,pepper,low,0,0.82
5.23,6.67,clay,nightshade,2,0.17,0,0,0,0,3,potato,broccoli|carrot|peas,medium,0,2.66
35.93,6.22,silt,grain,3,0,1,0,0,2,2,corn,wheat|pepper,low,1,1.98
26.94,6.57,loam,nightshade,3,0,1,0,0,0,2,tomato,corn|beans,low,1,0.55
39.39,8.38,silt,nightshade,3,1.58,0,1,0,4,4,tomato,lettuce|lettuce|carrot|potato,high,1,6.78
32.3,6.78,sandy,grain,3,0.28,0,0,1,2,3,rice,peas|lettuce|cabbage,medium,0,4.12
23.34,5.47,loam,aster,2,0.53,1,0,0,0,2,lettuce,carrot|clover,low,0,1.24
7.55,8.29,sandy,umbellifer,1,1.49,1,0,1,1,3,carrot,onion|peas|rice,medium,0,3.14
38.89,8.06,loam,legume,1,1.06,1,0,1,2,2,clover,wheat|tomato,medium,1,2.35
7.64,6.58,silt,nightshade,2,0,0,0,0,0,4,pepper,soybean|soybean|broccoli|beans,low,0,1.64
20.98,5.94,loam,legume,1,0.06,1,0,0,2,2,soybean,broccoli|potato,low,0,0.58
39.55,7.25,clay,brassica,3,0.25,1,0,0,0,3,broccoli,beans|lettuce|clover,low,0,0.88
28.64,6.41,clay,nightshade,2,0,0,0,0,2,2,potato,corn|onion,medium,0,2.19
17.5,7.92,loam,allium,2,0.92,1,0,0,3,3,onion,potato|cabbage|pepper,medium,0,2.97
36.66,5.66,silt,nightshade,2,0,0,0,0,0,0,pepper,,low,0,1.1
12.89,4.66,sandy,nightshade,2,0.14,1,0,2,2,3,potato,peas|cabbage|cabbage,high,1,5.29
2.57,5.99,sandy,aster,2,0.01,0,0,0,1,2,lettuce,peas|wheat,low,0,1.69
4.87,5.15,loam,nightshade,2,0.35,1,0,1,1,2,pepper,clover|cabbage,medium,0,3.03
27.42,8.09,sandy,nightshade,2,1.59,1,2,2,2,2,potato,tomato|tomato,medium,1,8.05
32.78,5.22,sandy,legume,1,0.78,0,0,0,2,4,clover,beans|soybean|corn|pepper,medium,0,2.62
45.8,8.03,clay,brassica,3,1.03,1,1,1,1,3,broccoli,lettuce|beans|cabbage,high,1,5.86
27.29,8.45,loam,allium,2,1.45,1,0,0,0,2,onion,corn|clover,medium,0,2.35
12.51,8.25,loam,allium,2,1.25,1,0,0,0,2,onion,broccoli|soybean,low,0,1.27
3.41,7.22,clay,grain,3,0.72,1,1,0,2,3,rice,soybean|onion|wheat,medium,1,3.73
21.35,5.21,silt,umbellifer,1,0.79,0,0,0,0,2,carrot,potato|clover,low,0,1.91
1.6,6.52,loam,brassica,3,0,1,0,0,3,3,broccoli,lettuce|wheat|potato,low,0,1.75
28.07,5.27,loam,legume,1,0.73,1,0,0,2,4,peas,beans|soybean|onion|carrot,medium,0,2.12
39.45,4.27,clay,nightshade,2,1.23,0,1,0,1,4,pepper,rice|peas|soybean|pepper,medium,1,4.37
2.77,5.13,sandy,nightshade,2,0.37,1,0,0,0,0,pepper,,low,0,1.11
38.68,8.18,sandy,brassica,3,0.68,0,1,2,2,4,cabbage,clover|soybean|corn|cabbage,high,1,7.49
30.97,8.34,silt,aster,2,1.34,1,0,0,0,3,lettuce,broccoli|carrot|soybean,low,0,1.07
39.19,4.94,sandy,nightshade,2,0.56,1,0,0,0,3,pepper,rice|cabbage|soybean,low,0,1.41
21.13,4.35,silt,grain,3,1.15,1,0,0,0,0,rice,,low,0,1.25
13.22,4.3,sandy,legume,1,1.7,1,0,2,2,4,beans,beans|clover|tomato|broccoli,high,1,5.17
6.83,7.53,silt,legume,1,0.53,1,1,0,0,3,clover,cabbage|lettuce|beans,low,1,1.23
5.49,5.1,clay,nightshade,3,0.9,0,1,1,3,4,tomato,beans|corn|carrot|tomato,high,1,6.97
45.15,8.48,silt,nightshade,2,1.68,0,0,1,2,2,pepper,carrot|corn,high,0,5.37
9.69,6.32,loam,nightshade,3,0,1,0,0,1,1,tomato,lettuce,low,0,1.29
25.06,6.79,loam,nightshade,2,0,1,0,1,2,2,pepper,potato|cabbage,medium,0,3.51
30.01,7.7,loam,nightshade,3,0.9,1,0,1,2,2,tomato,carrot|cabbage,medium,0,4.12
21.22,7.97,sandy,nightshade,3,1.17,0,0,0,0,3,tomato,soybean|onion|beans,medium,0,3.18
40.75,6.21,sandy,nightshade,2,0,1,0,1,1,1,potato,corn,medium,0,2.52
45.97,6.3,loam,brassica,3,0,1,0,0,2,4,cabbage,beans|beans|rice|lettuce,low,1,1.3
43.42,6.54,clay,grain,3,0.04,1,0,0,1,1,rice,onion,low,0,1.96
11.69,4.91,sandy,brassica,3,1.09,0,0,1,1,4,broccoli,cabbage|corn|beans|tomato,medium,1,4.1
34.69,5.02,loam,grain,2,0.98,1,0,2,2,2,wheat,cabbage|tomato,high,1,6.23
20.95,4.78,loam,legume,1,1.22,1,0,0,1,2,clover,beans|onion,low,0,0.65
42.73,6.59,sandy,allium,2,0,1,0,1,3,3,onion,wheat|lettuce|corn,medium,0,3.81
7.32,4.66,clay,legume,1,1.34,0,0,0,1,4,soybean,pepper|lettuce|peas|wheat,high,0,2.03
40.25,8.02,sandy,grain,3,1.02,0,0,0,1,1,corn,onion,medium,0,3.98
46.51,6.67,loam,legume,1,0,1,0,1,1,1,clover,tomato,low,0,1.35
28.72,5.54,silt,aster,2,0.46,1,0,0,2,2,lettuce,broccoli|onion,low,0,1.9
26.12,8.01,clay,legume,1,1.01,0,1,0,0,1,soybean,beans,medium,1,3.4
7.86,5.67,silt,brassica,3,0.33,0,0,1,2,2,broccoli,onion|corn,medium,0,3.53
1.09,5.22,sandy,aster,2,0.78,0,0,0,0,3,lettuce,soybean|lettuce|beans,medium,0,2.88
49.14,5.04,clay,brassica,3,0.96,1,0,0,1,3,broccoli,pepper|peas|wheat,low,0,1.75
44.44,7.17,loam,legume,1,0.17,1,0,0,3,4,soybean,clover|rice|carrot|wheat,low,0,1.54
6.66,6.98,sandy,brassica,3,0,0,0,0,1,1,cabbage,carrot,low,0,1.05
26.92,6.72,loam,allium,2,0,1,0,0,2,3,onion,beans|onion|wheat,low,0,1.92
26.05,6.3,clay,brassica,3,0,1,0,0,3,3,cabbage,tomato|corn|wheat,low,0,1.83
20.65,7.63,loam,nightshade,3,0.83,1,0,0,0,1,tomato,beans,low,0,1.39
